hero,comic
MEDUSA,FF 144
THING,FF 144
"MASTERS, ALICIA REIS",FF 144
DR. DOOM,FF 144
HUMAN TORCH,FF 144
DARKOTH,FF 144
MR. FANTASTIC,FF 144
"RICHARDS, FRANKLIN B",FF 194
SUB-MARINER,FF 194
DARKOTH,FF 194
INVISIBLE WOMAN,FF 194
"HARKNESS, AGATHA",FF 194
DIABLO,FF 194
"MASTERS, ALICIA REIS",FF 194
THING,FF 194
IMPOSSIBLE MAN,FF 194
THOR,T 325
DARKOTH,T 325
MEPHISTO,T 325
URSA MAJOR,ROM 45
"ROM, SPACEKNIGHT",ROM 45
VANGUARD,ROM 45
ROM CLONE,ROM 45
STARSHINE II,ROM 45
DEVASTATOR II,ROM 45
DARKSTAR,ROM 45
GREMLIN,ROM 45
DARKSTAR,ROM 46
"ROM, SPACEKNIGHT",ROM 46
GREMLIN,ROM 46
URSA MAJOR,ROM 46
VANGUARD,ROM 46
STARSHINE II,ROM 46
"DAVIS, PRINCIPAL",ASM 8
"THOMPSON, EUGENE FLA",ASM 8
"OSBORN, LIZ ALLAN",ASM 8
"WARREN, MR.",ASM 8
SPIDER-MAN,ASM 8
"YIN, ANGELA",PPTSS 225/2
"WATSON, ANNA",PPTSS 225/2
"DAVIS, PRINCIPAL",PPTSS 225/2
SPIDER-MAN,PPTSS 225/2
"URICH, BEN",PPTSS 225/2
"PARKER, MAY",PPTSS 225/2
"JAMESON, J. JONAH",PPTSS 225/2
"THOMPSON, EUGENE FLA",PPTSS 225/2
MINDSINGER,M/CP 104/2
GENII,M/CP 104/2
DAYDREAMER,M/CP 104/2
HARVEST,M/CP 104/2
MYSTIQUE,XU 4
DAYTRIPPER,XU 4
NIGHTCRAWLER,XU 4
NIGHTCRAWLER,X@ 4
DAYTRIPPER,X@ 4
DAYTRIPPER,CRYSTAR 6
DAYTRIPPER,XCAL 75
NIGHTCRAWLER,XCAL@ 2/2
DAYTRIPPER,XCAL@ 2/2
SELENE,XCAL@ 2/2
NIGHTMARE,MGK2 1
VITCHEN,MGK2 1
NUGENT,MGK2 1
DORMAMMU,MGK2 1
NIGHTCRAWLER,MGK2 1
DAYTRIPPER,MGK2 1
DAYTRIPPER,MGK2 2
GLEEG,MGK2 2
DORMAMMU,MGK2 2
VITCHEN,MGK2 2
MEPHISTO,MGK2 2
NIGHTCRAWLER,MGK2 2
S'YM,MGK2 2
NUGENT,MGK2 2
NIGHTCRAWLER,MGK2 4
S'YM,MGK2 4
MEPHISTO,MGK2 4
DAYTRIPPER,MGK2 4
VITCHEN,MGK2 4
PLUTO [OLYMPIAN],MGK2 4
NUGENT,MGK2 4
DORMAMMU,MGK2 4
UMAR,MGK2 4
DAZZLER II,CX 37/2
DAZZLER II,CX 38/2
HUMAN TORCH,FF 217
INVISIBLE WOMAN,FF 217
DR. SUN,FF 217
MR. FANTASTIC,FF 217
THING,FF 217
DAZZLER II,FF 217
OX III,DAZZ 8
MONTANA,DAZZ 8
FANCY DAN,DAZZ 8
DAZZLER II,DAZZ 8
"STERLING, SID",DAZZ 12
DAZZLER II,DAZZ 12
"NEKOBAH, ROMAN",DAZZ 29
DAZZLER II,DAZZ 29
"JONES, LOUISE",DAZZ 30
"NOCENTI, ANN",DAZZ 30
"SIMONSON, LOUISE",DAZZ 30
DAZZLER II,DAZZ 30
"NEKOBAH, ROMAN",DAZZ 30
DAZZLER II,DAZZ 31
DAZZLER II,DAZZ 33
"NEKOBAH, ROMAN",DAZZ 33
DAZZLER II,DAZZ 34
DAZZLER II,DAZZ 35
DAZZLER II,DAZZ 36
TATTERDEMALION,DAZZ 36
DAZZLER II,DAZZ 37
DAZZLER II,DAZZ 39
JUGGERNAUT,UX 218
POLARIS,UX 218
ROGUE ,UX 218
PSYLOCKE,UX 218
HAVOK,UX 218
LONGSHOT,UX 218
DAZZLER II,UX 218
"GYRICH, HENRY PETER",UX 228
ROGUE ,UX 228
PSYLOCKE,UX 228
DAZZLER II,UX 228
WOLVERINE,UX 228
ROGUE ,M/FAN 38
FRENCHIE,M/FAN 38
MOON KNIGHT,M/FAN 38
DAZZLER II,M/FAN 38
DAZZLER II,ST3 9
HAVOK,XV.A 4
MAGNETO,XV.A 4
WOLVERINE,XV.A 4
PSYLOCKE,XV.A 4
STORM,XV.A 4
DAZZLER II,XV.A 4
LONGSHOT,XV.A 4
"HALLER, GABRIELLE",XV.A 4
ROGUE ,XV.A 4
WOLVERINE,H2 340
"JONES, RICHARD MILHO",H2 340
LEADER,H2 340
HAVOK,H2 340
ROGUE ,H2 340
LONGSHOT,H2 340
PSYLOCKE,H2 340
DAZZLER II,H2 340
HULK,H2 340
"QUARTERMAIN, CLAY",H2 340
RHINO,H2 340
GATEWAY,M/CP 16/3
"SUMMERS, MADELYNE MA",M/CP 16/3
HAVOK,M/CP 16/3
STORM,M/CP 16/3
LONGSHOT,M/CP 16/3
DAZZLER II,M/CP 16/3
WOLVERINE,M/CP 16/3
KRAGAR,M/FAN2 4
PET,M/FAN2 4
QUARK,M/FAN2 4
MAJOR DOMO,M/FAN2 4
NIRA,M/FAN2 4
DAZZLER II,M/FAN2 4
MOJO II,M/FAN2 4
SPIRAL,M/FAN2 4
LONGSHOT,M/FAN2 4
"DRISCOLL, MAYOR",M/FAN2 4
"FURY, COL. NICHOLAS",ST 163
"WOO, JIMMY",ST 163
SUWAN,ST 163
"DE LA FONTAINE, CONT",ST 163
YELLOW CLAW ROBOT,ST 163
"QUARTERMAIN, CLAY",ST 163
GAFF,ST 163
YELLOW CLAW ROBOT,ST 164/2
"FURY, COL. NICHOLAS",ST 164/2
"DE LA FONTAINE, CONT",ST 164/2
SUWAN,ST 164/2
"JONES, GABE",ST 167
PRIME MOVER,ST 167
"WOO, JIMMY",ST 167
"DUGAN, TIMOTHY ALOYI",ST 167
GAFF,ST 167
DR. DOOM,ST 167
"FURY, COL. NICHOLAS",ST 167
"DE LA FONTAINE, CONT",ST 167
"QUARTERMAIN, CLAY",ST 167
"DUGAN, TIMOTHY ALOYI",ST 168/2
"FURY, COL. NICHOLAS",ST 168/2
"DE LA FONTAINE, CONT",ST 168/2
"WOO, JIMMY",ST 168/2
"DUGAN, TIMOTHY ALOYI",NFAOS 1
"FURY, COL. NICHOLAS",NFAOS 1
SCORPIO,NFAOS 1
"DE LA FONTAINE, CONT",NFAOS 1
"DUGAN, TIMOTHY ALOYI",NFAOS 5
"DE LA FONTAINE, CONT",NFAOS 5
"FURY, COL. NICHOLAS",NFAOS 5
SCORPIO,NFAOS 5
"FURY, COL. NICHOLAS",NFAOS 12
"DE LA FONTAINE, CONT",NFAOS 12
"WOO, JIMMY",NFAOS 12
"JONES, GABE",NFAOS 12
"DUGAN, TIMOTHY ALOYI",NFAOS 12
GAFF,NFAOS 14
"DE LA FONTAINE, CONT",NFAOS 14
"DUGAN, TIMOTHY ALOYI",NFAOS 14
"FURY, COL. NICHOLAS",NFAOS 14
"JONES, GABE",NFAOS 14
MENTALLO,M/TIO 26
DEATHLOK,M/TIO 26
"DUGAN, TIMOTHY ALOYI",M/TIO 26
FIXER II,M/TIO 26
"FURY, COL. NICHOLAS",M/TIO 26
THING,M/TIO 26
"DE LA FONTAINE, CONT",M/TIO 26
"LUMPKIN, WILLIAM WIL",M/TIO 26
"FURY, COL. NICHOLAS",M/SPT 31
"DE LA FONTAINE, CONT",M/SPT 31
"FURY, COL. NICHOLAS",M/FAN 47
"JAMESON, J. JONAH",M/FAN 47
HULK,M/FAN 47
"DE LA FONTAINE, CONT",M/FAN 47
SPIDER-MAN,M/FAN 47
"SITWELL, JASPER",NFV.S 1
"QUARTERMAIN, CLAY",NFV.S 1
"DE LA FONTAINE, CONT",NFV.S 1
"WOO, JIMMY",NFV.S 1
GAFF,NFV.S 1
"FURY, COL. NICHOLAS",NFV.S 1
"JONES, GABE",NFV.S 1
"RUNCITER, GAIL",NFV.S 1
"DUGAN, TIMOTHY ALOYI",NFV.S 1
"WOO, JIMMY",NFV.S 3
"MACKENZIE, AL",NFV.S 3
"DUGAN, TIMOTHY ALOYI",NFV.S 3
"DE LA FONTAINE, CONT",NFV.S 3
IRON MAN,NFV.S 3
MADAME HYDRA VI,NFV.S 3
"FURY, COL. NICHOLAS",NFV.S 3
"JONES, GABE",NFV.S 3
"PIERCE, ALEXANDER GO",NFV.S 3
"QUARTERMAIN, CLAY",NFV.S 3
"RUNCITER, GAIL",NFV.S 3
"KOENIG, ERIC",NFV.S 3
MAD DOG,NFV.S 3
"SITWELL, JASPER",NFV.S 3
"PIERCE, ALEXANDER GO",NF3 1
DEATH'S HEAD,NF3 1
"DUGAN, TIMOTHY ALOYI",NF3 1
"DE LA FONTAINE, CONT",NF3 1
LUMP,NF3 1
"MACKENZIE, AL",NF3 1
"NEVILLE, KATE",NF3 1
"FURY, COL. NICHOLAS",NF3 1
"FURY, COL. NICHOLAS",NF3 2
"MACKENZIE, AL",NF3 2
LUMP,NF3 2
"PIERCE, ALEXANDER GO",NF3 2
"NEVILLE, KATE",NF3 2
DEATH'S HEAD,NF3 2
"DE LA FONTAINE, CONT",NF3 2
NETWORK NINA,NF3 2
NETWORK NINA,NF3 3
LUMP,NF3 3
"FURY, COL. NICHOLAS",NF3 3
DEATH'S HEAD,NF3 3
"DE LA FONTAINE, CONT",NF3 3
"PIERCE, ALEXANDER GO",NF3 3
"NEVILLE, KATE",NF3 3
"MACKENZIE, AL",NF3 3
LUMP,NF3 4
DEATH'S HEAD,NF3 4
"MACKENZIE, AL",NF3 4
NETWORK NINA,NF3 4
"PIERCE, ALEXANDER GO",NF3 4
"FURY, COL. NICHOLAS",NF3 4
"NEVILLE, KATE",NF3 4
"DE LA FONTAINE, CONT",NF3 4
LUMP,NF3 5
"MACKENZIE, AL",NF3 5
"PIERCE, ALEXANDER GO",NF3 5
"DE LA FONTAINE, CONT",NF3 5
DEATH'S HEAD,NF3 5
NETWORK NINA,NF3 5
"FURY, COL. NICHOLAS",NF3 5
"NEVILLE, KATE",NF3 5
DEATH'S HEAD,NF3 6
"FURY, COL. NICHOLAS",NF3 6
"NEVILLE, KATE",NF3 6
NETWORK NINA,NF3 6
"PIERCE, ALEXANDER GO",NF3 6
"MACKENZIE, AL",NF3 6
"DE LA FONTAINE, CONT",NF3 6
LUMP,NF3 6
"MACKENZIE, AL",NF3 7
"PIERCE, ALEXANDER GO",NF3 7
"NEVILLE, KATE",NF3 7
"FURY, COL. NICHOLAS",NF3 7
LEVIATHAN IV,NF3 7
"DE LA FONTAINE, CONT",NF3 7
NETWORK NINA,NF3 7
"DE LA FONTAINE, CONT",NF3 8
NETWORK NINA,NF3 8
"FURY, COL. NICHOLAS",NF3 8
"MACKENZIE, AL",NF3 8
"PIERCE, ALEXANDER GO",NF3 8
"JONES, GABE",NF3 8
"NEVILLE, KATE",NF3 8
LEVIATHAN IV,NF3 8
"DE LA FONTAINE, CONT",NF3 9
LEVIATHAN IV,NF3 9
MR. FANTASTIC,NF3 9
"PIERCE, ALEXANDER GO",NF3 9
"FURY, COL. NICHOLAS",NF3 9
"MACKENZIE, AL",NF3 9
NETWORK NINA,NF3 9
LUMP,NF3 9
"NEVILLE, KATE",NF3 9
"MACKENZIE, AL",NF3 12
"DE LA FONTAINE, CONT",NF3 12
YELLOW CLAW,NF3 12
"FURY, COL. NICHOLAS",NF3 12
MADAME HYDRA VI,NF3 12
LUMP,NF3 12
MAD DOG,NF3 12
"PIERCE, ALEXANDER GO",NF3 12
"NEVILLE, KATE",NF3 12
NETWORK NINA,NF3 12
"PIERCE, ALEXANDER GO",NF3 13
"FURY, COL. NICHOLAS",NF3 13
"NEVILLE, KATE",NF3 13
"MACKENZIE, AL",NF3 13
IRON MAN,NF3 13
MAD DOG,NF3 13
NETWORK NINA,NF3 13
YELLOW CLAW,NF3 13
"JONES, GABE",NF3 13
MADAME HYDRA VI,NF3 13
"DE LA FONTAINE, CONT",NF3 13
NETWORK NINA,NF3 14
MAD DOG,NF3 14
"PIERCE, ALEXANDER GO",NF3 14
"DUGAN, TIMOTHY ALOYI",NF3 14
LUMP,NF3 14
"JONES, GABE",NF3 14
"MACKENZIE, AL",NF3 14
YELLOW CLAW,NF3 14
"DE LA FONTAINE, CONT",NF3 14
"FURY, COL. NICHOLAS",NF3 14
"NEVILLE, KATE",NF3 14
MADAME HYDRA VI,NF3 14
"VON STRUCKER, WERNER",NF3 14
"LOHAN, PETER",NF3 15
HUMAN TORCH,NF3 15
"PIERCE, ALEXANDER GO",NF3 15
"FURY, COL. NICHOLAS",NF3 15
NETWORK NINA,NF3 15
THING,NF3 15
"NEVILLE, KATE",NF3 15
MR. FANTASTIC,NF3 15
"MACKENZIE, AL",NF3 15
"DE LA FONTAINE, CONT",NF3 15
"KREA, BRUNO",NF3 15
N'GAMI,NF3 15
"MACKENZIE, AL",NF3 16
"DE LA FONTAINE, CONT",NF3 16
N'GAMI,NF3 16
"FURY, COL. NICHOLAS",NF3 16
"KREA, BRUNO",NF3 16
"NEVILLE, KATE",NF3 16
NETWORK NINA,NF3 16
"PIERCE, ALEXANDER GO",NF3 16
"LOHAN, PETER",NF3 16
"MACKENZIE, AL",NF3 17
"FURY, COL. NICHOLAS",NF3 17
"KREA, BRUNO",NF3 17
"PIERCE, ALEXANDER GO",NF3 17
N'GAMI,NF3 17
"LOHAN, PETER",NF3 17
"NEVILLE, KATE",NF3 17
NETWORK NINA,NF3 17
"DE LA FONTAINE, CONT",NF3 17
N'GAMI,NF3 18
"LOHAN, PETER",NF3 18
NETWORK NINA,NF3 18
"FURY, COL. NICHOLAS",NF3 18
"PIERCE, ALEXANDER GO",NF3 18
"DE LA FONTAINE, CONT",NF3 18
"MACKENZIE, AL",NF3 18
"NEVILLE, KATE",NF3 18
"KREA, BRUNO",NF3 18
MR. FANTASTIC,NF3 18
THING,NF3 19
"MACKENZIE, AL",NF3 19
"FURY, COL. NICHOLAS",NF3 19
"DE LA FONTAINE, CONT",NF3 19
NETWORK NINA,NF3 19
"KREA, BRUNO",NF3 19
"NEVILLE, KATE",NF3 19
"LOHAN, PETER",NF3 19
N'GAMI,NF3 19
"PIERCE, ALEXANDER GO",NF3 19
NETWORK NINA,NF3 20
"PIERCE, ALEXANDER GO",NF3 20
LEVIATHAN IV,NF3 20
"DE LA FONTAINE, CONT",NF3 20
"NEVILLE, KATE",NF3 20
"KREA, BRUNO",NF3 20
RED SKULL,NF3 20
"DUGAN, TIMOTHY ALOYI",NF3 20
"FURY, COL. NICHOLAS",NF3 20
"MACKENZIE, AL",NF3 20
"JONES, GABE",NF3 20
PUNISHER II,P:POV 4
"DE LA FONTAINE, CONT",P:POV 4
NETWORK NINA,P:POV 4
"FURY, COL. NICHOLAS",P:POV 4
KINGPIN,P:POV 4
MICROCHIP,P:POV 4
SHADOWCAT,KPAOS 2
"DUGAN, TIMOTHY ALOYI",KPAOS 2
WOLVERINE,KPAOS 2
"DE LA FONTAINE, CONT",KPAOS 2
LOCKHEED,KPAOS 2
OGUN,KPAOS 2
"FALLON, RIGBY",KPAOS 2
SHADOWCAT,KPAOS 3
WOLVERINE,KPAOS 3
OGUN,KPAOS 3
"DUGAN, TIMOTHY ALOYI",KPAOS 3
"FALLON, RIGBY",KPAOS 3
LOCKHEED,KPAOS 3
"DE LA FONTAINE, CONT",KPAOS 3
"DE LA SPIROSA, COUNT",IM3 2
MANDARIN,IM3 2
"HOGAN, VIRGINIA PEPP",IM3 2
IRON MAN,IM3 2
SOCRATES SOCK,IM3 2
"HOGAN, HAROLD J. HAP",IM3 2
MR. FANTASTIC,MK3 40
DR. DOOM,MK3 40
IMPACT,MK3 40
SOUNDBYTE,MK3 40
MOON KNIGHT,MK3 40
METALSLASH,MK3 40
DEADEYE,MK3 40
"DEVILLE, JENNIFER CR",ASM '96/2
"JAMESON, J. JONAH",ASM '96/2
"ELLIS, KEN",ASM '96/2
"WATSON-PARKER, MARY",ASM '96/2
"ROBERTSON, JOE",ASM '96/2
SPIDER-MAN,ASM '96/2
DEADMAKER,ASM '96/2
"PARKER, MAY",ASM '96/2
T-RAY,DPOOL3 33
DEATH,DPOOL3 33
DEADPOOL,DPOOL3 33
"WILSON, MERCEDES",DPOOL3 33
THANOS,DPOOL3 33
DEADPOOL,XU 28/2
DEADPOOL,DPOOL 1
DEADPOOL,DPOOL 2
WOLVERINE,W2 88
DEADPOOL,W2 88
WEAPON X II,W2 88
VANESSA,W2 88
SIRYN,DPOOL3 5
WEASEL,DPOOL3 5
"KILLBREW, DR.",DPOOL3 5
DEADPOOL,DPOOL3 5
T-RAY,DPOOL3 5
DEATH,DPOOL3 34
DEADPOOL,DPOOL3 34
THOR,DPOOL3 37
DEADPOOL,DPOOL3 37
DEATH,DPOOL3 37
LOKI [ASGARDIAN],DPOOL3 37
JUSTICE II,DPOOL3 37
"DEANGELO, DEVLIN",H2 469
SUPER-ADAPTOID,H2 469
HULK,H2 469
RINGMASTER,H2 469
DEATH,CX 43/2
PHOENIX II,CX 43/2
DEATH,SOLOA 5/2
SCARLET WITCH,SOLOA 5/2
VISION,SOLOA 5/2
THANOS,SS3 34
SILVER SURFER,SS3 34
DEATH,SS3 34
DEATH,SS3 38
THANOS,SS3 38
SILVER SURFER,SS3 38
NEBULA,SS3 38
STYX II,SS3 38
SPIDER-MAN,S-M 17
THANOS,S-M 17
DEATH,S-M 17
DEATH,M/CP 108/4
THANOS,M/CP 108/4
DRAX,M/CP 108/4
WARLOCK II,M/CP 108/4
MOONDRAGON,M/CP 108/4
PIP,M/CP 108/4
GAMORA,M/CP 108/4
DEATH,M/CP 109/4
THANOS,M/CP 109/4
THANOS,M/CP 110/4
DEATH,M/CP 110/4
GAMORA,M/CP 111/4
DEATH,M/CP 111/4
PIP,M/CP 111/4
WARLOCK II,M/CP 111/4
DRAX,M/CP 111/4
MOONDRAGON,M/CP 111/4
THANOS,M/CP 111/4
SHARYD,IF3 1
IRON FIST,IF3 1
"SHIPPINSKY, MALIK",IF3 1
"MEACHUM, JOY",IF3 1
SCIMITAR,IF3 1
DEATH STING,IF3 1
SIDEWINDER,IF3 1
DEATH STING,IF3 2
"SHIPPINSKY, MALIK",IF3 2
IRON FIST,IF3 2
SCIMITAR,IF3 2
"MEACHUM, JOY",IF3 2
SHARYD,IF3 2
DEATH STING,IF3 3
SHARYD,IF3 3
"MEACHUM, JOY",IF3 3
"SHIPPINSKY, MALIK",IF3 3
SSS'LETHCOTT,IF3 3
IRON FIST,IF3 3
SCANNER,ROM@ 4
TEMPEST,ROM@ 4
ORACLE,ROM@ 4
MANTA,ROM@ 4
SEEKER,ROM@ 4
"ROM, SPACEKNIGHT",ROM@ 4
MAGIC,ROM@ 4
TRAPPER,ROM@ 4
PULSAR,ROM@ 4
DEATHBIRD [SHI'AR],ROM@ 4
WARSTAR,ROM@ 4
ELECTRON,ROM@ 4
MENTOR II,ROM@ 4
GLADIATOR II,ROM@ 4
DEATHBIRD [SHI'AR],XU 5
JUBILEE,XU 5
STORM,XU 5
FORGE,XU 5
PROFESSOR X,XU 5
LILANDRA NERAMANI [S,XU 5
DEATHCHARGE,NAMOR@ 4/2
DEATHLOK,AT 25
"RYKER, MAJOR SIMON",AT 25
DEATHLOK,AT 26
"RYKER, MAJOR SIMON",AT 26
"TRAVERS, MIKE",AT 26
"RYKER, MAJOR SIMON",AT 27
DEATHLOK,AT 27
"TRAVERS, MIKE",AT 27
"MANNING, JANICE",AT 27
"TRAVERS, MIKE",AT 28
"MANNING, JANICE",AT 28
DEATHLOK,AT 28
"RYKER, MAJOR SIMON",AT 28
"RYKER, MAJOR SIMON",AT 30
"TRAVERS, MIKE",AT 30
DEATHLOK,AT 30
"TRAVERS, MIKE",AT 31
"RYKER, MAJOR SIMON",AT 31
DEATHLOK,AT 31
"RYKER, MAJOR SIMON",AT 32
"TRAVERS, MIKE",AT 32
DEATHLOK,AT 32
DEATHLOK,AT 33
"RYKER, MAJOR SIMON",AT 33
"TRAVERS, MIKE",AT 33
"RYKER, MAJOR SIMON",AT 34
"TRAVERS, MIKE",AT 34
DEATHLOK,AT 34
"RYKER, MAJOR SIMON",AT 35
DEATHLOK,AT 35
DEATHLOK,AT 36
GODWULF,AT 36
"MANNING, JANICE",AT 36
SPIDER-MAN,M/TU 46
DEATHLOK,M/TU 46
DEATHLOK,M/SPT 33
DEVIL-SLAYER,M/SPT 33
MR. FANTASTIC,M/TIO 27
HUMAN TORCH,M/TIO 27
IMPOSSIBLE MAN,M/TIO 27
"FURY, COL. NICHOLAS",M/TIO 27
INVISIBLE WOMAN,M/TIO 27
SPIDER-MAN,M/TIO 27
FIXER II,M/TIO 27
DEATHLOK,M/TIO 27
THING,M/TIO 27
MENTALLO,M/TIO 27
THING,M/TIO 28
INVISIBLE WOMAN,M/TIO 28
HUMAN TORCH,M/TIO 28
MR. FANTASTIC,M/TIO 28
DEATHLOK,M/TIO 28
"MASTERS, ALICIA REIS",M/TIO 28
"FURY, COL. NICHOLAS",M/TIO 28
PIRANHA,M/TIO 28
SUB-MARINER,M/TIO 28
"FURY, COL. NICHOLAS",M/TIO 34
NIGHTHAWK II,M/TIO 34
"DUGAN, TIMOTHY ALOYI",M/TIO 34
THING,M/TIO 34
DEATHLOK,M/TIO 34
DEATHLOK,M/FAN 4/2
NETWORK NINA,NF3 30
"NEVILLE, KATE",NF3 30
"FURY, COL. NICHOLAS",NF3 30
LEVIATHAN IV,NF3 30
"STERNBERG, DR. BERTH",NF3 30
DEATHLOK III,NF3 30
LEVIATHAN IV,NF3 31
DEATHLOK III,NF3 31
"NEVILLE, KATE",NF3 31
"FURY, COL. NICHOLAS",NF3 31
DEATHLOK III,S-M 20
ELECTRO,S-M 20
SPIDER-MAN,S-M 20
MYSTERIO,S-M 20
SOLO,S-M 20
HULK,S-M 20
NOVA,S-M 20
VULTURE,S-M 20
"WATSON-PARKER, MARY",S-M 20
DR. OCTOPUS,S-M 20
HOBGOBLIN V,S-M 20
VULTURE,S-M 22
"SHERIDAN, RICHARD RI",S-M 22
RAMBO,S-M 22
SANDMAN,S-M 22
MYSTERIO,S-M 22
SLEEPWALKER,S-M 22
"WATSON-PARKER, MARY",S-M 22
HULK,S-M 22
"DUGAN, TIMOTHY ALOYI",S-M 22
GHOST RIDER III,S-M 22
ELECTRO,S-M 22
SPIDER-MAN,S-M 22
DEATHLOK III,S-M 22
SOLO,S-M 22
DR. OCTOPUS,S-M 22
GOG,S-M 22
HOBGOBLIN V,S-M 22
DEATHLOK III,DLOK@ 1/2
QUASAR III,Q 2
DEATHURGE,Q 2
EON,Q 2
LIVING TRIBUNAL,SS/RUNE
SILVER SURFER,SS/RUNE
DEATHURGE,SS/RUNE
"DOLAN, STACY",GR3 1
DEATHWATCH,GR3 1
"DOLAN, CAPT. THOMAS",GR3 1
"KETCH, DORIS AUDRA",GR3 1
GHOST RIDER III,GR3 1
KINGPIN,GR3 1
"KETCH, BARBARA",GR3 1
DEATHWATCH,GR3 13
"TOFIELD, FRANCESCA",GR3 13
GHOST RIDER II,GR3 13
GHOST RIDER III,GR3 13
"DOLAN, STACY",GR3 13
SNOWBLIND,GR3 13
"KETCH, DORIS AUDRA",GR3 13
"FUANARO, RENEE",GR3 13
"PARKER, MAY",WOSM 85
HOBGOBLIN V,WOSM 85
"WATSON-PARKER, MARY",WOSM 85
SPIDER-MAN,WOSM 85
SCHEMER,WOSM 85
KINGPIN,WOSM 85
DEATHWATCH,WOSM 85
"KATZENBERG, NICK",WOSM 85
ROSE II,WOSM 85
WOLF,SOV 4
GHOST RIDER III,SOV 4
"MENNINGER, CLARA",SOV 4
GHOST RIDER II,SOV 4
DEATHWATCH,SOV 4
TROLL,SOV 4
HAG,SOV 4
VENOM,SOV 4
HAG,SOV 5
VENOM,SOV 5
HOBGOBLIN V,SOV 5
GHOST RIDER III,SOV 5
DEMOGOBLIN,SOV 5
DEATHWATCH,SOV 5
"MENNINGER, CLARA",SOV 5
DOPPELGANGER,SOV 5
SPIDER-MAN,SOV 5
TROLL,SOV 5
GHOST RIDER II,SOV 5
"WOODS, TIMOTHY",SOV 5
GHOST RIDER III,SOV 6
SPIDER-MAN,SOV 6
DEMOGOBLIN,SOV 6
HOBGOBLIN V,SOV 6
DEATHWATCH,SOV 6
GHOST RIDER II,SOV 6
HAG,SOV 6
VENOM,SOV 6
WOLF,SOV 6
"MENNINGER, CLARA",SOV 6
"WOODS, MIRANDA",SOV 6
TROLL,SOV 6
INVISIBLE WOMAN,FF3 35
MR. FANTASTIC,FF3 35
"STONE, LT. MARCUS",FF3 35
HUMAN TORCH,FF3 35
DIABLO,FF3 35
THING,FF3 35
"DEL HIERRO, BLANCA",FF3 35
"HOGARTH, JERYN",FF3 35
"NELSON, FRANKLIN FOG",FF3 35
PENANCE,GENX 62
"GANCE, TABITHA TABBY",GENX 62
"DELACORTE, ARTHUR",GENX 62
"DELGADO, FATHER",D&D2 5
"URICH, BEN",ASM 423
DELILAH,ASM 423
"YIN, ANGELA",ASM 423
"STACY, PAUL",ASM 423
ROSE IV,ASM 423
"ROBERTSON, JOE",ASM 423
SHOC,ASM 423
"ROBERTSON, MARTHA",ASM 423
DRAGONFLY II,ASM 423
ELECTRO,ASM 423
MADAME QWA,ASM 423
"JAMESON, J. JONAH",ASM 423
SPIDER-MAN,ASM 423
DR. OCTOPUS II,ASM 426
ROSE IV,ASM 426
STUNNER,ASM 426
"REANDEAU, DR.",ASM 426
MASTER ZEI,ASM 426
DELILAH,ASM 426
"STACY, PAUL",ASM 426
SPIDER-MAN,ASM 426
"MONGRAIN, ALISON",ASM 426
DR. OCTOPUS,ASM 426
"WATSON-PARKER, MARY",ASM 426
MOONDRAGON,SOLOA 18/2
ISAAC,SOLOA 18/2
DEMEITYR,SOLOA 18/2
MENTOR,SOLOA 18/2
"LEEDS, NED",WOSM 86
KINGPIN,WOSM 86
"KATZENBERG, NICK",WOSM 86
DEMOGOBLIN,WOSM 86
SCHEMER,WOSM 86
HOBGOBLIN V,WOSM 86
"ROBERTSON, JOE",WOSM 86
SPIDER-MAN,WOSM 86
"FISK, VANESSA",WOSM 86
ROSE II,WOSM 86
"WATSON-PARKER, MARY",WOSM 87
SCHEMER,WOSM 87
"PARKER, MAY",WOSM 87
HOBGOBLIN V,WOSM 87
DEMOGOBLIN,WOSM 87
ROSE II,WOSM 87
"KATZENBERG, NICK",WOSM 87
SPIDER-MAN,WOSM 87
"WATSON-PARKER, MARY",S-M 24
HOBGOBLIN V,S-M 24
DEMOGOBLIN,S-M 24
SPIDER-MAN,S-M 24
DOPPELGANGER,S-M 24
HOBGOBLIN V,WOSM 93
DEMOGOBLIN,WOSM 93
FOREIGNER,WOSM 93
DOPPELGANGER,WOSM 93
SPIDER-MAN,WOSM 93
MOON KNIGHT,WOSM 93
"WATSON-PARKER, MARY",WOSM 93
"KATZENBERG, NICK",WOSM 94
MOON KNIGHT,WOSM 94
DOPPELGANGER,WOSM 94
HAG,WOSM 94
SPIDER-MAN,WOSM 94
HOBGOBLIN V,WOSM 94
"LEEDS, BETTY BRANT",WOSM 94
TROLL,WOSM 94
VENOM,WOSM 94
"WATSON-PARKER, MARY",WOSM 94
DEMOGOBLIN,WOSM 94
GHOST RIDER III,WOSM 95
GHOST RIDER II,WOSM 95
TROLL,WOSM 95
SPIDER-MAN,WOSM 95
DOPPELGANGER,WOSM 95
DEMOGOBLIN,WOSM 95
HOBGOBLIN V,WOSM 95
HAG,WOSM 95
VENOM,WOSM 95
GHOST RIDER III,WOSM 96
VENOM,WOSM 96
SPIDER-MAN,WOSM 96
HOBGOBLIN V,WOSM 96
DOPPELGANGER,WOSM 96
DEMOGOBLIN,WOSM 96
GHOST RIDER II,WOSM 96
MR. FANTASTIC,MK3 45
FRENCHIE,MK3 45
"DEZOAN, JOHN",MK3 45
